,movieId,title,genres,imdbId,tmdbId,year,userId,rating,timestamp,date,gender,age,occupation,zipcode,cmd
120,2294,Antz ,Adventure|Animation|Children|Comedy|Fantasy,120587,8916.0,1998,9,2.0,938629250,1999,M,25,17,61614,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
131,2857,Yellow Submarine ,Adventure|Animation|Comedy|Fantasy|Musical,63823,12105.0,1968,9,4.0,938629681,1999,M,25,17,61614,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
132,1,Toy Story ,Adventure|Animation|Children|Comedy|Fantasy,114709,862.0,1995,13,5.0,1331380058,2012,M,45,1,93304,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
153,2355,"Bug's Life, A ",Adventure|Animation|Children|Comedy,120623,9487.0,1998,13,4.0,1331380741,2012,M,45,1,93304,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
156,2761,"Iron Giant, The ",Adventure|Animation|Children|Drama|Sci-Fi,129167,10386.0,1999,13,4.0,1331379470,2012,M,45,1,93304,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
161,3114,Toy Story 2 ,Adventure|Animation|Children|Comedy|Fantasy,120363,863.0,1999,13,3.0,1331380738,2012,M,45,1,93304,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
166,4306,Shrek ,Adventure|Animation|Children|Comedy|Fantasy|Romance,126029,808.0,2001,13,4.0,1331380721,2012,M,45,1,93304,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
171,4886,"Monsters, Inc. ",Adventure|Animation|Children|Comedy|Fantasy,198781,585.0,2001,13,3.5,1331380834,2012,M,45,1,93304,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
174,6377,Finding Nemo ,Adventure|Animation|Children|Comedy,266543,12.0,2003,13,4.5,1331380734,2012,M,45,1,93304,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
181,78499,Toy Story 3 ,Adventure|Animation|Children|Comedy|Fantasy|IMAX,435761,10193.0,2010,13,4.0,1331380725,2012,M,45,1,93304,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
185,1,Toy Story ,Adventure|Animation|Children|Comedy|Fantasy,114709,862.0,1995,15,2.0,997938310,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
279,364,"Lion King, The ",Adventure|Animation|Children|Drama|Musical|IMAX,110357,8587.0,1994,15,4.0,997939065,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
317,551,"Nightmare Before Christmas, The ",Animation|Children|Fantasy|Musical,107688,9479.0,1993,15,2.0,997939055,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
324,588,Aladdin ,Adventure|Animation|Children|Comedy|Musical,103639,812.0,1992,15,0.5,1093028161,2004,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
329,594,Snow White and the Seven Dwarfs ,Animation|Children|Drama|Fantasy|Musical,29583,408.0,1937,15,2.5,1245021392,2009,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
332,610,Heavy Metal ,Action|Adventure|Animation|Horror|Sci-Fi,82509,11827.0,1981,15,3.0,1052896916,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
344,745,Wallace & Gromit: A Close Shave ,Animation|Children|Comedy,112691,532.0,1995,15,3.0,997938288,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
408,1148,Wallace & Gromit: The Wrong Trousers ,Animation|Children|Comedy|Crime,108598,531.0,1993,15,3.0,997938288,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
442,1223,"Grand Day Out with Wallace and Gromit, A ",Adventure|Animation|Children|Comedy|Sci-Fi,104361,530.0,1989,15,4.0,997938288,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
505,1405,Beavis and Butt-Head Do America ,Adventure|Animation|Comedy|Crime,115641,3179.0,1996,15,3.0,1052897043,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
615,2018,Bambi ,Animation|Children|Drama,34492,3170.0,1942,15,2.0,1044347881,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
655,2294,Antz ,Adventure|Animation|Children|Comedy|Fantasy,120587,8916.0,1998,15,2.0,1052897012,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
670,2355,"Bug's Life, A ",Adventure|Animation|Children|Comedy,120623,9487.0,1998,15,2.0,997939055,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
728,2700,"South Park: Bigger, Longer and Uncut ",Animation|Comedy|Musical,158983,9473.0,1999,15,3.0,1033344958,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
745,2761,"Iron Giant, The ",Adventure|Animation|Children|Drama|Sci-Fi,129167,10386.0,1999,15,2.0,997939037,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
776,2987,Who Framed Roger Rabbit? ,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,96438,856.0,1988,15,4.0,997939144,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
780,3000,Princess Mononoke ,Action|Adventure|Animation|Drama|Fantasy,119698,128.0,1997,15,4.0,997939086,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
805,3114,Toy Story 2 ,Adventure|Animation|Children|Comedy|Fantasy,120363,863.0,1999,15,1.0,1033344983,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
860,3429,Creature Comforts ,Animation|Comedy,99317,54825.0,1989,15,3.0,997938310,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
909,3745,Titan A.E. ,Action|Adventure|Animation|Children|Sci-Fi,120913,7450.0,2000,15,1.0,997937836,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
911,3751,Chicken Run ,Animation|Children|Comedy,120630,7443.0,2000,15,1.0,997937726,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
959,3990,Rugrats in Paris: The Movie ,Animation|Children|Comedy,213203,16340.0,2000,15,1.0,997937999,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
966,4006,Transformers: The Movie ,Adventure|Animation|Children|Sci-Fi,92106,1857.0,1986,15,3.0,1052896916,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
998,4158,Monkeybone ,Animation|Comedy|Fantasy,166276,23685.0,2001,15,2.0,997937459,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1017,4306,Shrek ,Adventure|Animation|Children|Comedy|Fantasy|Romance,126029,808.0,2001,15,1.0,1033343955,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1037,4446,Final Fantasy: The Spirits Within ,Adventure|Animation|Fantasy|Sci-Fi,173840,2114.0,2001,15,4.0,997937334,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1062,4719,Osmosis Jones ,Action|Animation|Comedy|Crime|Drama|Romance|Thriller,181739,12610.0,2001,15,2.0,1374637779,2013,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1076,4873,Waking Life ,Animation|Drama|Fantasy,243017,9081.0,2001,15,5.0,1040206368,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1079,4886,"Monsters, Inc. ",Adventure|Animation|Children|Comedy|Fantasy,198781,585.0,2001,15,5.0,1033344055,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1113,5218,Ice Age ,Adventure|Animation|Children|Comedy,268380,425.0,2002,15,1.0,1033344044,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1145,5444,Lilo & Stitch ,Adventure|Animation|Children|Sci-Fi,275847,11544.0,2002,15,1.0,1040205624,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1168,5618,Spirited Away ,Adventure|Animation|Fantasy,245429,129.0,2001,15,1.5,1084489317,2004,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1209,6283,Cowboy Bebop: The Movie ,Action|Animation|Sci-Fi|Thriller,275277,11299.0,2001,15,1.0,1416119893,2014,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1219,6377,Finding Nemo ,Adventure|Animation|Children|Comedy,266543,12.0,2003,15,1.0,1061496771,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1242,6773,"Triplets of Belleville, The ",Animation|Comedy|Fantasy,286244,9662.0,2003,15,1.0,1465881072,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1311,8360,Shrek 2 ,Adventure|Animation|Children|Comedy|Musical|Romance,298148,809.0,2004,15,2.5,1134522006,2005,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1338,8917,Team America: World Police ,Action|Adventure|Animation|Comedy,372588,3989.0,2004,15,4.0,1465880526,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1345,8961,"Incredibles, The ",Action|Adventure|Animation|Children|Comedy,317705,9806.0,2004,15,2.0,1101423869,2004,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1348,8974,"SpongeBob SquarePants Movie, The ",Adventure|Animation|Children|Comedy,345950,11836.0,2004,15,2.5,1374637844,2013,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1356,27660,"Animatrix, The ",Action|Animation|Drama|Sci-Fi,328832,55931.0,2003,15,4.0,1166587397,2006,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1360,27904,"Scanner Darkly, A ",Animation|Drama|Mystery|Sci-Fi|Thriller,405296,3509.0,2006,15,2.5,1347936774,2012,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1388,37729,Corpse Bride ,Animation|Comedy|Fantasy|Musical|Romance,121164,3933.0,2005,15,2.0,1141391812,2006,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1409,45517,Cars ,Animation|Children|Comedy,317219,920.0,2006,15,0.5,1416119707,2014,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1435,50872,Ratatouille ,Animation|Children|Drama,382932,2062.0,2007,15,3.5,1245361883,2009,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1451,54272,"Simpsons Movie, The ",Animation|Comedy,462538,35.0,2007,15,1.0,1425875994,2015,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1459,55442,Persepolis ,Animation|Drama,808417,2011.0,2007,15,2.5,1416119972,2014,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1480,59784,Kung Fu Panda ,Action|Animation|Children|Comedy|IMAX,441773,9502.0,2008,15,3.5,1357110059,2013,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1484,60069,WALL·E ,Adventure|Animation|Children|Romance|Sci-Fi,910970,10681.0,2008,15,4.5,1216576570,2008,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1501,63859,Bolt ,Action|Adventure|Animation|Children|Comedy,397892,13053.0,2008,15,3.0,1348976367,2012,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1507,66097,Coraline ,Animation|Fantasy|Thriller,327597,14836.0,2009,15,3.0,1238804089,2009,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1526,68954,Up ,Adventure|Animation|Children|Drama,1049413,14160.0,2009,15,2.0,1338698886,2012,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1540,71264,Cloudy with a Chance of Meatballs ,Animation|Children|Fantasy|IMAX,844471,22794.0,2009,15,1.5,1465794388,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1547,72226,Fantastic Mr. Fox ,Adventure|Animation|Children|Comedy|Crime,432283,10315.0,2009,15,1.5,1338698882,2012,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1557,76093,How to Train Your Dragon ,Adventure|Animation|Children|Fantasy|IMAX,892769,10191.0,2010,15,4.0,1273090169,2010,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1566,78499,Toy Story 3 ,Adventure|Animation|Children|Comedy|Fantasy|IMAX,435761,10193.0,2010,15,2.0,1338698896,2012,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1589,81847,Tangled ,Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,398286,38757.0,2010,15,1.0,1338698918,2012,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1612,87222,Kung Fu Panda 2 ,Action|Adventure|Animation|Children|Comedy|IMAX,1302011,49444.0,2011,15,4.0,1458506624,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1625,88356,"Smurfs, The ",Animation|Children|Comedy,472181,41513.0,2011,15,1.5,1316408269,2011,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1640,90603,Batman: Year One ,Action|Animation|Crime,1672723,69735.0,2011,15,2.5,1348976195,2012,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1641,90647,Puss in Boots ,Adventure|Animation|Comedy|Fantasy|IMAX,448694,58423.0,2011,15,3.0,1374637765,2013,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1642,90746,"Adventures of Tintin, The ",Action|Animation|Mystery|IMAX,983193,17578.0,2011,15,1.5,1338698014,2012,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1669,94833,"Pirates! Band of Misfits, The ",Adventure|Animation|Children|Comedy,1430626,72197.0,2012,15,1.5,1338697964,2012,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1672,95105,Madagascar 3: Europe's Most Wanted ,Adventure|Animation|Children|Comedy|IMAX,1277953,80321.0,2012,15,1.0,1345350979,2012,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1673,95167,Brave ,Action|Adventure|Animation|Children,1217209,62177.0,2012,15,1.0,1345350959,2012,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1675,95311,Presto ,Animation|Children|Comedy|Fantasy,1245104,13042.0,2008,15,1.5,1347937652,2012,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1689,97913,Wreck-It Ralph ,Animation|Comedy,1772341,82690.0,2012,15,2.5,1426110392,2015,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1749,108932,The Lego Movie ,Action|Adventure|Animation|Children|Comedy|Fantasy,1490017,137106.0,2014,15,1.5,1407125286,2014,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1789,115617,Big Hero 6 ,Action|Animation|Comedy,2245084,177572.0,2014,15,1.5,1425875413,2015,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1830,134853,Inside Out ,Adventure|Animation|Children|Comedy|Drama|Fantasy,2096673,150540.0,2015,15,1.0,1458505921,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1832,135436,The Secret Life of Pets ,Animation|Comedy,2709768,328111.0,2016,15,1.0,1469330276,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1844,139855,Anomalisa ,Animation|Comedy|Fantasy,2401878,291270.0,2015,15,2.0,1458506009,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1854,145935,"Peanuts Movie, The ",Adventure|Animation|Children|Comedy,2452042,227973.0,2015,15,3.0,1465793201,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1859,149406,Kung Fu Panda 3 ,Action|Adventure|Animation,2267968,140300.0,2016,15,4.0,1465793192,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1863,152081,Zootopia ,Action|Adventure|Animation|Children|Comedy,2948356,269149.0,2016,15,3.0,1460076733,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1868,157296,Finding Dory ,Adventure|Animation|Comedy,2277860,127380.0,2016,15,2.0,1467259316,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1883,1,Toy Story ,Adventure|Animation|Children|Comedy|Fantasy,114709,862.0,1995,19,3.0,855190091,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1907,48,Pocahontas ,Animation|Children|Drama|Musical|Romance,114148,10530.0,1995,19,3.0,855193488,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
1997,364,"Lion King, The ",Adventure|Animation|Children|Drama|Musical|IMAX,110357,8587.0,1994,19,3.0,855195078,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2062,551,"Nightmare Before Christmas, The ",Animation|Children|Fantasy|Musical,107688,9479.0,1993,19,4.0,855192419,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2067,588,Aladdin ,Adventure|Animation|Children|Comedy|Musical,103639,812.0,1992,19,3.0,855195077,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2072,594,Snow White and the Seven Dwarfs ,Animation|Children|Drama|Fantasy|Musical,29583,408.0,1937,19,4.0,855191383,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2073,595,Beauty and the Beast ,Animation|Children|Fantasy|Musical|Romance|IMAX,101414,10020.0,1991,19,5.0,855195077,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2074,596,Pinocchio ,Animation|Children|Fantasy|Musical,32910,10895.0,1940,19,5.0,855191553,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2078,610,Heavy Metal ,Action|Adventure|Animation|Horror|Sci-Fi,82509,11827.0,1981,19,4.0,855192688,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2083,661,James and the Giant Peach ,Adventure|Animation|Children|Fantasy|Musical,116683,10539.0,1996,19,4.0,855190199,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2138,1022,Cinderella ,Animation|Children|Fantasy|Musical|Romance,42332,11224.0,1950,19,4.0,855195136,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2139,1023,Winnie the Pooh and the Blustery Day ,Animation|Children|Musical,63819,81310.0,1968,19,4.0,855192347,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2141,1029,Dumbo ,Animation|Children|Drama|Musical,33563,11360.0,1941,19,5.0,855192033,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2174,1148,Wallace & Gromit: The Wrong Trousers ,Animation|Children|Comedy|Crime,108598,531.0,1993,19,4.0,855191228,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2242,1274,Akira ,Action|Adventure|Animation|Sci-Fi,94625,149.0,1988,19,4.0,855192636,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2246,1282,Fantasia ,Animation|Children|Fantasy|Musical,32455,756.0,1940,19,4.0,855191846,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2301,1405,Beavis and Butt-Head Do America ,Adventure|Animation|Comedy|Crime,115641,3179.0,1996,19,3.0,855190404,1997,M,1,10,48073,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2306,1,Toy Story ,Adventure|Animation|Children|Comedy|Fantasy,114709,862.0,1995,20,3.5,1238729767,2009,M,25,14,55113,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2321,364,"Lion King, The ",Adventure|Animation|Children|Drama|Musical|IMAX,110357,8587.0,1994,20,3.5,1238729826,2009,M,25,14,55113,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2329,588,Aladdin ,Adventure|Animation|Children|Comedy|Musical,103639,812.0,1992,20,3.5,1238729785,2009,M,25,14,55113,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2333,595,Beauty and the Beast ,Animation|Children|Fantasy|Musical|Romance|IMAX,101414,10020.0,1991,20,4.0,1238729816,2009,M,25,14,55113,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2338,745,Wallace & Gromit: A Close Shave ,Animation|Children|Comedy,112691,532.0,1995,20,5.0,1224043160,2008,M,25,14,55113,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2349,1148,Wallace & Gromit: The Wrong Trousers ,Animation|Children|Comedy|Crime,108598,531.0,1993,20,5.0,1224043170,2008,M,25,14,55113,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2363,1907,Mulan ,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,120762,10674.0,1998,20,4.0,1224042740,2008,M,25,14,55113,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2379,5618,Spirited Away ,Adventure|Animation|Fantasy,245429,129.0,2001,20,3.5,1224043145,2008,M,25,14,55113,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2395,38038,Wallace & Gromit in The Curse of the Were-Rabbit ,Adventure|Animation|Children|Comedy,312004,533.0,2005,20,4.5,1238730751,2009,M,25,14,55113,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2400,58299,Horton Hears a Who! ,Adventure|Animation|Children|Comedy,451079,12222.0,2008,20,3.5,1224043018,2008,M,25,14,55113,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2401,59784,Kung Fu Panda ,Action|Animation|Children|Comedy|IMAX,441773,9502.0,2008,20,4.0,1238731039,2009,M,25,14,55113,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2402,64285,Wallace and Gromit in 'A Matter of Loaf and Death' ,Animation|Comedy,1118511,14447.0,2008,20,5.0,1238731016,2009,M,25,14,55113,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2403,1,Toy Story ,Adventure|Animation|Children|Comedy|Fantasy,114709,862.0,1995,23,3.0,1148729853,2006,M,35,0,90049,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2467,588,Aladdin ,Adventure|Animation|Children|Comedy|Musical,103639,812.0,1992,23,4.0,1166728178,2006,M,35,0,90049,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2472,595,Beauty and the Beast ,Animation|Children|Fantasy|Musical|Romance|IMAX,101414,10020.0,1991,23,4.5,1148672375,2006,M,35,0,90049,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2480,745,Wallace & Gromit: A Close Shave ,Animation|Children|Comedy,112691,532.0,1995,23,4.5,1148669873,2006,M,35,0,90049,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2653,1907,Mulan ,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,120762,10674.0,1998,23,3.5,1148669265,2006,M,35,0,90049,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2721,2394,"Prince of Egypt, The ",Animation|Musical,120794,9837.0,1998,23,3.5,1148778590,2006,M,35,0,90049,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2771,2987,Who Framed Roger Rabbit? ,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,96438,856.0,1988,23,3.5,1149868562,2006,M,35,0,90049,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2786,3114,Toy Story 2 ,Adventure|Animation|Children|Comedy|Fantasy,120363,863.0,1999,23,3.5,1148669703,2006,M,35,0,90049,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
2790,3159,Fantasia 2000 ,Animation|Children|Musical|IMAX,120910,49948.0,1999,23,4.0,1148728602,2006,M,35,0,90049,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
