,movieId,title,genres,imdbId,tmdbId,year,userId,rating,timestamp,date,gender,age,occupation,zipcode,cmd
260,296,Pulp Fiction ,Comedy|Crime|Drama|Thriller,110912,680.0,1994,15,5.0,997938771,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
267,318,"Shawshank Redemption, The ",Crime|Drama,111161,278.0,1994,15,2.0,997938727,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
274,349,Clear and Present Danger ,Action|Crime|Drama|Thriller,109444,9331.0,1994,15,3.0,997939193,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
275,353,"Crow, The ",Action|Crime|Fantasy|Thriller,109506,9495.0,1994,15,3.0,1093070088,2004,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
280,367,"Mask, The ",Action|Comedy|Crime|Fantasy,110475,854.0,1994,15,2.0,1374637824,2013,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
289,431,Carlito's Way ,Crime|Drama,106519,6075.0,1993,15,4.0,1132469126,2005,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
318,555,True Romance ,Crime|Thriller,108399,319.0,1993,15,4.0,1033344257,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
327,592,Batman ,Action|Crime|Thriller,96895,268.0,1989,15,4.0,997939162,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
328,593,"Silence of the Lambs, The ",Crime|Horror|Thriller,102926,274.0,1991,15,5.0,997938500,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
331,608,Fargo ,Comedy|Crime|Drama|Thriller,116282,275.0,1996,15,5.0,997938500,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
333,628,Primal Fear ,Crime|Drama|Mystery|Thriller,117381,1592.0,1996,15,2.5,1093070326,2004,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
334,647,Courage Under Fire ,Action|Crime|Drama|War,115956,10684.0,1996,15,1.5,1134521628,2005,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
347,762,Striptease ,Comedy|Crime,117765,9879.0,1996,15,2.0,1093070454,2004,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
348,778,Trainspotting ,Comedy|Crime|Drama,117951,627.0,1996,15,4.0,1054450167,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
359,832,Ransom ,Crime|Thriller,117438,3595.0,1996,15,1.0,1166586002,2006,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
362,858,"Godfather, The ",Crime|Drama,68646,238.0,1972,15,5.0,997938703,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
363,866,Bound ,Crime|Drama|Romance|Thriller,115736,9303.0,1996,15,4.0,997938567,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
369,910,Some Like It Hot ,Comedy|Crime,53291,239.0,1959,15,2.5,1122576681,2005,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
370,911,Charade ,Comedy|Crime|Mystery|Romance|Thriller,56923,4808.0,1963,15,4.0,1058250459,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
386,1036,Die Hard ,Action|Crime|Thriller,95016,562.0,1988,15,4.0,997938528,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
392,1079,"Fish Called Wanda, A ",Comedy|Crime,95159,623.0,1988,15,4.0,997937239,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
393,1084,Bonnie and Clyde ,Crime|Drama,61418,475.0,1967,15,3.0,997938787,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
395,1089,Reservoir Dogs ,Crime|Mystery|Thriller,105236,500.0,1992,15,4.0,997938528,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
396,1092,Basic Instinct ,Crime|Mystery|Thriller,103772,402.0,1992,15,2.5,1193436089,2007,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
408,1148,Wallace & Gromit: The Wrong Trousers ,Animation|Children|Comedy|Crime,108598,531.0,1993,15,3.0,997938288,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
413,1179,"Grifters, The ",Crime|Drama|Film-Noir,99703,18129.0,1990,15,4.0,1033344257,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
426,1206,"Clockwork Orange, A ",Crime|Drama|Sci-Fi|Thriller,66921,185.0,1971,15,5.0,997938438,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
433,1213,Goodfellas ,Crime|Drama,99685,769.0,1990,15,3.0,997938749,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
437,1218,"Killer, The ",Action|Crime|Drama|Thriller,97202,10835.0,1989,15,4.0,997939207,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
438,1219,Psycho ,Crime|Horror,54215,539.0,1960,15,3.0,997938203,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
440,1221,"Godfather: Part II, The ",Crime|Drama,71562,240.0,1974,15,5.0,997938712,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
448,1234,"Sting, The ",Comedy|Crime,70735,9277.0,1973,15,4.0,1054450238,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
455,1248,Touch of Evil ,Crime|Film-Noir|Thriller,52311,1480.0,1958,15,3.0,997938509,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
456,1249,"Femme Nikita, La ",Action|Crime|Romance|Thriller,100263,9322.0,1990,15,3.0,997938500,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
459,1252,Chinatown ,Crime|Film-Noir|Mystery|Thriller,71315,829.0,1974,15,5.0,997938346,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
463,1260,M ,Crime|Film-Noir|Thriller,22100,832.0,1931,15,3.0,997938981,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
469,1267,"Manchurian Candidate, The ",Crime|Thriller|War,56218,982.0,1962,15,5.0,997938500,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
476,1284,"Big Sleep, The ",Crime|Film-Noir|Mystery,38355,910.0,1946,15,3.0,1345397986,2012,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
497,1377,Batman Returns ,Action|Crime,103776,364.0,1992,15,3.0,1093070479,2004,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
504,1396,Sneakers ,Action|Comedy|Crime|Drama|Sci-Fi,105435,2322.0,1992,15,4.0,1055439459,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
505,1405,Beavis and Butt-Head Do America ,Adventure|Animation|Comedy|Crime,115641,3179.0,1996,15,3.0,1052897043,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
508,1464,Lost Highway ,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,116922,638.0,1997,15,4.0,997938391,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
509,1466,Donnie Brasco ,Crime|Drama,119008,9366.0,1997,15,4.0,997939439,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
515,1500,Grosse Pointe Blank ,Comedy|Crime|Romance,119229,9434.0,1997,15,3.0,1093070210,2004,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
528,1573,Face/Off ,Action|Crime|Drama|Thriller,119094,754.0,1997,15,4.0,997938476,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
531,1589,Cop Land ,Action|Crime|Drama|Thriller,118887,2142.0,1997,15,2.0,1093028013,2004,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
537,1617,L.A. Confidential ,Crime|Film-Noir|Mystery|Thriller,119488,2118.0,1997,15,5.0,997938346,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
550,1689,"Man Who Knew Too Little, The ",Comedy|Crime|Thriller,120483,9414.0,1997,15,4.5,1465880892,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
558,1729,Jackie Brown ,Crime|Drama|Thriller,119396,184.0,1997,15,1.0,1033344286,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
559,1732,"Big Lebowski, The ",Comedy|Crime,118715,115.0,1998,15,3.5,1054449676,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
563,1752,Hard Rain ,Action|Crime|Thriller,120696,11258.0,1998,15,3.5,1469330699,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
565,1754,Fallen ,Crime|Drama|Fantasy|Thriller,119099,9411.0,1998,15,3.5,1460076717,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
569,1792,U.S. Marshals ,Action|Crime|Thriller,120873,11808.0,1998,15,3.0,1458506454,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
570,1805,Wild Things ,Crime|Drama|Mystery|Thriller,120890,617.0,1998,15,3.0,997938391,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
576,1834,"Spanish Prisoner, The ",Crime|Drama|Mystery|Thriller,120176,29193.0,1997,15,3.5,1058250734,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
589,1909,"X-Files: Fight the Future, The ",Action|Crime|Mystery|Sci-Fi|Thriller,120902,846.0,1998,15,2.0,1052896819,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
590,1912,Out of Sight ,Comedy|Crime|Drama|Romance|Thriller,120780,1389.0,1998,15,5.0,1033345241,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
595,1945,On the Waterfront ,Crime|Drama,47296,654.0,1954,15,4.0,997938954,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
598,1953,"French Connection, The ",Action|Crime|Thriller,67116,1051.0,1971,15,3.0,997938528,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
608,2000,Lethal Weapon ,Action|Comedy|Crime|Drama,93409,941.0,1987,15,3.0,1052896975,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
622,2058,"Negotiator, The ",Action|Crime|Drama|Mystery|Thriller,120768,9631.0,1998,15,2.5,1166586203,2006,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
631,2126,Snake Eyes ,Action|Crime|Mystery|Thriller,120832,8688.0,1998,15,1.0,1166587068,2006,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
641,2186,Strangers on a Train ,Crime|Drama|Film-Noir|Thriller,44079,845.0,1951,15,3.0,997938528,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
642,2194,"Untouchables, The ",Action|Crime|Drama,94226,117.0,1987,15,4.0,1040205754,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
647,2268,"Few Good Men, A ",Crime|Drama|Thriller,104257,881.0,1992,15,1.0,1093070270,2004,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
649,2273,Rush Hour ,Action|Comedy|Crime|Thriller,120812,2109.0,1998,15,2.5,1166586189,2006,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
650,2278,Ronin ,Action|Crime|Thriller,122690,8195.0,1998,15,2.5,1134521675,2005,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
653,2289,"Player, The ",Comedy|Crime|Drama,105151,10403.0,1992,15,4.0,997938322,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
663,2329,American History X ,Crime|Drama,120586,73.0,1998,15,1.0,1054450149,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
675,2371,Fletch ,Comedy|Crime|Mystery,89155,9749.0,1985,15,3.5,1166586655,2006,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
676,2378,Police Academy ,Comedy|Crime,87928,9336.0,1984,15,3.0,997937311,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
677,2387,Very Bad Things ,Comedy|Crime,124198,10029.0,1998,15,3.5,1465880711,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
678,2391,"Simple Plan, A ",Crime|Drama|Thriller,120324,10223.0,1998,15,3.0,997938567,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
684,2413,Clue ,Comedy|Crime|Mystery|Thriller,88930,15196.0,1985,15,4.5,1425875796,2015,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
691,2467,"Name of the Rose, The ",Crime|Drama|Mystery|Thriller,91605,192.0,1986,15,1.0,997938413,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
695,2502,Office Space ,Comedy|Crime,151804,1542.0,1999,15,5.0,1033344897,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
700,2542,"Lock, Stock & Two Smoking Barrels ",Comedy|Crime|Thriller,120735,100.0,1998,15,1.0,997939415,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
702,2568,"Mod Squad, The ",Action|Crime,120757,16379.0,1999,15,0.5,1469330735,2016,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
707,2579,Following ,Crime|Mystery|Thriller,154506,11660.0,1998,15,2.5,1054449822,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
708,2580,Go ,Comedy|Crime,139239,9430.0,1999,15,3.0,997939393,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
715,2605,Entrapment ,Crime|Thriller,137494,1844.0,1999,15,1.0,1033344772,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
726,2692,Run Lola Run ,Action|Crime,130827,104.0,1998,15,3.0,997938151,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
742,2726,"Killing, The ",Crime|Film-Noir,49406,247.0,1956,15,2.5,1054450195,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
748,2769,"Yards, The ",Crime|Drama,138946,19457.0,2000,15,2.0,997937762,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
753,2803,"Pelican Brief, The ",Crime|Drama|Mystery|Romance|Thriller,107798,9944.0,1993,15,1.5,1166587203,2006,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
759,2881,Double Jeopardy ,Action|Crime|Drama|Thriller,150377,10398.0,1999,15,1.0,1033344752,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
763,2912,"Limey, The ",Crime|Drama|Thriller,165854,10388.0,1999,15,4.0,1040205754,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
770,2952,Sydney ,Crime|Drama|Thriller,119256,8052.0,1996,15,1.0,1054449851,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
771,2959,Fight Club ,Action|Crime|Drama|Thriller,137523,550.0,1999,15,5.0,997938894,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
772,2973,Crimes and Misdemeanors ,Comedy|Crime|Drama,97123,11562.0,1989,15,4.0,997939623,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
775,2985,RoboCop ,Action|Crime|Drama|Sci-Fi|Thriller,93870,5548.0,1987,15,3.0,1052896740,2003,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
776,2987,Who Framed Roger Rabbit? ,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,96438,856.0,1988,15,4.0,997939144,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
787,3019,Drugstore Cowboy ,Crime|Drama,97240,476.0,1989,15,3.0,997938954,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
801,3104,Midnight Run ,Action|Comedy|Crime|Thriller,95631,9013.0,1988,15,4.0,1040205792,2002,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
810,3147,"Green Mile, The ",Crime|Drama,120689,497.0,1999,15,1.0,997939415,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
831,3256,Patriot Games ,Action|Crime|Drama|Thriller,105112,9869.0,1992,15,2.0,1361831567,2013,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
833,3262,Twin Peaks: Fire Walk with Me ,Crime|Drama|Mystery|Thriller,105665,1923.0,1992,15,1.0,997938391,2001,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
834,3265,Hard-Boiled ,Action|Crime|Drama|Thriller,104684,11782.0,1992,15,4.0,1345397753,2012,M,25,7,22903,/Users/wuyan/GitHub/DataAnalysisPython/Final/data/genres/
